Issue Key,Issue Type,Status,Priority,Summary,Description,Component/s,Affects Version/s,Fix Version/s,Assignee,Reporter,Created,Updated,Resolved,Resolution,Labels,Story Points,Epic Link,Sprint,Module,Root Cause,Defect Category,Business Impact,Customer Impact
ECOM-1245,Bug,Closed,Low,Search sort options not working with multiple filters,Performance degradation noticed when search sort options not working with multiple filters. Users are experiencing slow response times.,Search UI,v2.1.7,v2.1.2,backend.dev,compliance.officer,2024-05-08,2024-10-19,2024-10-19,Fixed,"""search,filters""",1,,SPRINT-82,Search for Products,Async Processing,Enhancement,Low,Low
ECOM-1246,Bug,Resolved,High,Order tracking not working with multiple items,Inconsistent behavior observed when order tracking not working with multiple items. The issue appears to be intermittent and affects certain user segments.,Return System,v2.1.7,v2.1.7,ux.team,admin.user,2023-12-20,2024-06-26,2024-06-26,Duplicate,"""processing,status""",3,,SPRINT-70,Order Management,Asset Loading,Performance,Critical,Low
ECOM-1247,Bug,To Do,High,Search autocomplete failing with multiple filters,System fails to properly handle search autocomplete failing with multiple filters. Multiple users have reported this issue across different browsers.,Search Engine,v2.1.1,,backend.dev,compliance.officer,2024-06-11,2024-10-25,,,"pagination,history,active""",4,,SPRINT-19,Search for Products,Calculation Error,UI/UX,High,Low
ECOM-1248,Bug,Open,Medium,Product variants not selectable with complex pricing,Inconsistent behavior observed when product variants not selectable with complex pricing. The issue appears to be intermittent and affects certain user segments.,Product Images,v2.0.9,,,mobile.tester,2024-06-28,2024-07-04,,,"images,product,active""",2,,SPRINT-4,Product Management,State Management,Performance,High,High
ECOM-1249,Bug,Reopened,Low,Account verification problems with special characters,Performance degradation noticed when account verification problems with special characters. Users are experiencing slow response times.,Login System,v2.1.1,,sarah.wilson,product.manager,2024-05-03,2024-11-17,,,"""registration,password""",1,EPIC-010,SPRINT-97,User Account Management,Logic Error,Critical,Critical,Medium
ECOM-1250,Bug,In Progress,Low,Product variants not selectable with complex pricing,Inconsistent behavior observed when product variants not selectable with complex pricing. The issue appears to be intermittent and affects certain user segments.,Product Images,v2.1.0,,john.doe,admin.user,2023-08-05,2024-03-27,,,"product,display,active""",2,,SPRINT-13,Product Management,Async Processing,UI/UX,Low,Critical
ECOM-1251,Bug,Open,Low,User preferences not saving for new registrations,Critical functionality broken for user preferences not saving for new registrations. This is causing customer complaints and potential revenue loss.,Password System,v2.2.0,,,product.manager,2024-06-24,2024-07-24,,,"registration,authentication,active""",1,EPIC-003,SPRINT-66,User Account Management,Calculation Error,Data Integrity,Low,Critical
ECOM-1252,Bug,Reopened,Medium,Order tracking not working for bulk orders,Critical functionality broken for order tracking not working for bulk orders. This is causing customer complaints and potential revenue loss.,Order Tracking,v2.0.5,,backend.dev,business.analyst,2023-05-03,2024-01-26,,,"""order,history""",3,,SPRINT-54,Order Management,Database Query,Security,Low,Critical
ECOM-1253,Bug,Closed,High,Order history not displaying with split shipping,Inconsistent behavior observed when order history not displaying with split shipping. The issue appears to be intermittent and affects certain user segments.,Order Tracking,v2.1.6,v2.0.9,ux.team,compliance.officer,2024-07-01,2024-10-14,2024-10-14,Duplicate,"""history,returns""",3,,SPRINT-18,Order Management,Validation Logic,Functional,Medium,Critical
ECOM-1254,Bug,To Do,Low,Two-factor authentication failing for new registrations,Inconsistent behavior observed when two-factor authentication failing for new registrations. The issue appears to be intermittent and affects certain user segments.,Registration System,v2.1.5,,security.team,sarah.wilson,2023-05-20,2024-07-17,,,"user,authentication,active""",2,EPIC-002,SPRINT-48,User Account Management,Validation Logic,Enhancement,Critical,Critical
ECOM-1255,Bug,Closed,High,Cart total calculation incorrect during peak hours,Performance degradation noticed when cart total calculation incorrect during peak hours. Users are experiencing slow response times.,Session Management,v2.1.1,v2.1.5,sarah.wilson,compliance.officer,2023-04-17,2024-02-13,2024-02-13,Fixed,"""session,validation""",5,,SPRINT-47,Add Products to Cart,Logic Error,UI/UX,High,High
ECOM-1256,Bug,Closed,Low,Product details not loading for featured products,System fails to properly handle product details not loading for featured products. Multiple users have reported this issue across different browsers.,Product Details,v2.1.0,v2.1.5,ui.designer,data.analyst,2024-05-27,2024-11-17,2024-11-17,Cannot Reproduce,"""price,images""",2,,SPRINT-86,Product Management,Storage Issue,Critical,High,Critical
ECOM-1257,Bug,Open,Medium,Order invoice generation failing for bulk orders,Critical functionality broken for order invoice generation failing for bulk orders. This is causing customer complaints and potential revenue loss.,Order Tracking,v2.1.6,,,jane.smith,2024-10-18,2024-10-20,,,"status,tracking,active""",2,,SPRINT-41,Order Management,Async Processing,Functional,Medium,Critical
ECOM-1258,Bug,Resolved,Medium,Product comparison not working with complex pricing,Users experiencing issues when trying to product comparison not working with complex pricing. This affects user experience and may impact conversion rates.,Product Display,v2.0.9,v2.1.1,john.doe,data.analyst,2023-07-14,2023-12-05,2023-12-05,Fixed,"""images,images""",2,,SPRINT-31,Product Management,Database Sync,Data Integrity,Medium,Low
ECOM-1259,Bug,Closed,High,Cart UI display issues from wishlist,Performance degradation noticed when cart ui display issues from wishlist. Users are experiencing slow response times.,Cart Calculation,v2.1.9,v2.1.5,session.team,finance.dept,2023-02-24,2024-11-06,2024-11-06,Cannot Reproduce,"""ui,ui""",5,,SPRINT-84,Add Products to Cart,Logic Error,Functional,Low,High
ECOM-1260,Bug,In Progress,High,Product variants not selectable for out of stock items,Performance degradation noticed when product variants not selectable for out of stock items. Users are experiencing slow response times.,Product Reviews,v2.2.1,,ux.team,customer.support,2024-01-17,2024-11-27,,,"images,price,active""",3,,SPRINT-95,Product Management,Session Issue,Performance,Critical,High
ECOM-1261,Bug,In Progress,High,Payment form validation problems during high traffic,Critical functionality broken for payment form validation problems during high traffic. This is causing customer complaints and potential revenue loss.,Payment Validation,v2.1.8,,sarah.wilson,product.manager,2024-07-08,2024-11-11,,,"email,flow,active""",5,EPIC-004,SPRINT-3,Checkout and Payment,Routing Issue,Critical,High,High
ECOM-1262,Bug,Open,High,Product recommendations failing in different categories,Performance degradation noticed when product recommendations failing in different categories. Users are experiencing slow response times.,Product Details,v2.0.9,,,qa.tester,2024-03-14,2024-07-10,,,"reviews,images,active""",4,,SPRINT-59,Product Management,Database Sync,Data Integrity,High,Critical
ECOM-1263,Bug,In Progress,Medium,Category navigation menu issues on mobile devices,Critical functionality broken for category navigation menu issues on mobile devices. This is causing customer complaints and potential revenue loss.,Category Display,v2.1.9,,frontend.dev,ui.designer,2023-12-02,2024-01-27,,,"category,category,active""",3,,SPRINT-17,Browse Products by Category,Routing Issue,Performance,Critical,Medium
ECOM-1264,Bug,Open,Low,Payment confirmation issues for subscription items,System fails to properly handle payment confirmation issues for subscription items. Multiple users have reported this issue across different browsers.,Payment Validation,v2.1.7,,,customer.support,2023-11-26,2024-04-18,,,"order,validation,active""",2,EPIC-009,SPRINT-45,Checkout and Payment,Configuration Issue,Functional,High,High
ECOM-1265,Bug,Open,High,Category performance issues with applied filters,Performance degradation noticed when category performance issues with applied filters. Users are experiencing slow response times.,Navigation System,v2.1.4,,,product.manager,2023-03-09,2024-12-29,,,"navigation,data,active""",5,,SPRINT-62,Browse Products by Category,Error Handling,Security,Critical,Medium
ECOM-1266,Bug,Closed,Low,Category description missing with many subcategories,Critical functionality broken for category description missing with many subcategories. This is causing customer complaints and potential revenue loss.,Navigation System,v2.1.5,v2.1.0,admin.user,product.manager,2024-05-22,2024-06-02,2024-06-02,Fixed,"""category,data""",2,,SPRINT-73,Browse Products by Category,Business Logic,Performance,Critical,Medium
ECOM-1267,Bug,Reopened,Medium,Cart total calculation incorrect from wishlist,System fails to properly handle cart total calculation incorrect from wishlist. Multiple users have reported this issue across different browsers.,Mobile UI,v2.2.0,,data.team,mobile.tester,2024-09-08,2024-10-09,,,"""calculation,session""",3,,SPRINT-29,Add Products to Cart,Event Handling,Data Integrity,Medium,Medium
ECOM-1268,Bug,Reopened,Low,Cart quantity not updating with promotional items,System fails to properly handle cart quantity not updating with promotional items. Multiple users have reported this issue across different browsers.,Cart Calculation,v2.0.8,,admin.user,compliance.officer,2023-03-02,2023-12-06,,,"""cart,validation""",1,,SPRINT-60,Add Products to Cart,Algorithm Issue,Functional,Medium,High
ECOM-1269,Bug,Resolved,High,Multiple items addition failing for guest users,Performance degradation noticed when multiple items addition failing for guest users. Users are experiencing slow response times.,Input Validation,v2.2.0,v2.1.7,qa.tester,business.analyst,2024-08-20,2024-11-13,2024-11-13,Cannot Reproduce,"""cart,validation""",5,,SPRINT-66,Add Products to Cart,Configuration Issue,Data Integrity,High,Medium
ECOM-1270,Bug,To Do,High,User login not working with multiple profiles,System fails to properly handle user login not working with multiple profiles. Multiple users have reported this issue across different browsers.,Account Settings,v2.1.5,,david.chen,admin.user,2024-05-04,2024-10-23,,,"login,profile,active""",4,EPIC-003,SPRINT-71,User Account Management,Logic Error,Functional,Critical,High
ECOM-1271,Bug,Closed,High,Category images not loading on tablet view,Users experiencing issues when trying to category images not loading on tablet view. This affects user experience and may impact conversion rates.,Navigation System,v2.1.7,v2.2.1,david.chen,product.manager,2023-06-02,2023-12-02,2023-12-02,Cannot Reproduce,"""category,performance""",3,,SPRINT-7,Browse Products by Category,Asset Loading,Security,Medium,High
ECOM-1272,Bug,To Do,Medium,Wishlist to cart conversion failing for bulk operations,Inconsistent behavior observed when wishlist to cart conversion failing for bulk operations. The issue appears to be intermittent and affects certain user segments.,Wishlist Notifications,v2.1.7,,security.team,jane.smith,2024-04-11,2024-12-01,,,"persistence,persistence,active""",3,,SPRINT-77,Wishlist and Favorites,Input Validation,UI/UX,High,High
ECOM-1273,Bug,In Progress,Low,Social login not working with social login,System fails to properly handle social login not working with social login. Multiple users have reported this issue across different browsers.,Profile Management,v2.1.2,,sarah.wilson,data.analyst,2024-03-18,2024-11-06,,,"authentication,profile,active""",1,EPIC-001,SPRINT-94,User Account Management,Calculation Error,Enhancement,Critical,High
ECOM-1274,Bug,To Do,Low,Category navigation menu issues with sort options,System fails to properly handle category navigation menu issues with sort options. Multiple users have reported this issue across different browsers.,Product Catalog,v2.2.1,,sarah.wilson,data.analyst,2023-05-23,2024-10-21,,,"performance,navigation,active""",2,,SPRINT-25,Browse Products by Category,Asset Loading,UI/UX,High,Low
